No_Exercise,Few_Fruit_Veg,Obesity,High_Blood_Pres,Smoker,Diabetes,ALE
NA,NA,NA,NA,NA,15.9,74.8
NA,NA,NA,NA,NA,6.9,77.3
NA,NA,NA,NA,NA,6.5,76.6
32.6,84.4,26.4,27.3,24.3,7.4,74
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,7.7,75.9
42.5,79.9,29.7,NA,42.6,12.4,72.4
16.9,77,23.6,17.1,17.9,4.6,77.8
NA,NA,NA,NA,NA,4.5,75.9
21.2,NA,NA,NA,NA,5.8,76.9
NA,NA,22.8,NA,21,9.9,74.9
NA,NA,NA,NA,NA,14.4,75.7
NA,NA,NA,NA,NA,10.2,73.7
30.1,NA,24.5,NA,26.4,5.1,76
23.1,NA,21.4,22.4,NA,7.3,76.8
12.2,66.6,13.6,17.1,15.4,5.2,80.1
30.2,74.5,24.8,32.4,21.9,7.9,74.5
NA,NA,13.7,NA,21.4,8.9,76.5
32,80.1,30.9,32.2,27.3,10.6,75.9
NA,NA,NA,NA,NA,5.8,76.7
27.6,NA,21.1,NA,NA,5.3,75.3
17.2,NA,19.8,22.4,22.5,6,77.5
21.9,71.8,23.5,24,20.6,7.3,77.4
40.2,80.4,31.9,34.9,32.5,8.3,75.2
NA,NA,NA,NA,NA,NA,77.5
NA,NA,26,26.5,14.8,10.5,75.7
23.5,74.2,27.5,24.4,21.2,5,77.4
23.2,81.2,28.4,29.8,26.6,6.5,76.1
20.3,70.3,19.2,30.9,13.2,9.4,78
NA,NA,21.3,NA,NA,8.9,76.3
26.5,72.1,20.9,24.2,21.5,4.1,79.1
29.9,76.9,29.8,36.3,28.6,7.7,74.1
34.3,NA,28.2,35.7,29.2,9,75.3
NA,NA,NA,NA,19.7,8.5,77.2
31.2,NA,22.8,NA,NA,6.1,75
NA,NA,NA,NA,NA,10,74.4
22.7,73.7,21.3,21.8,21.8,6.3,76.6
21.9,78.7,23.3,23.3,19.2,4.8,78.1
NA,NA,NA,NA,NA,NA,77.4
NA,NA,25.8,NA,17.8,7.2,72.9
NA,NA,NA,NA,NA,NA,76
NA,NA,NA,NA,NA,NA,73.3
30.9,79.2,25.9,34.5,26.3,8.9,74.7
28.1,NA,25.2,19.6,32,10.1,75.8
30.2,77.8,24.1,27.7,24.1,8.9,75.8
NA,NA,NA,NA,NA,8.5,75.1
32.8,79.5,31.4,34.2,28.3,14.6,73.4
35.2,NA,25.2,18.3,32.4,7.7,75.3
17.4,NA,16.7,21.4,10.9,6.2,78.5
22,75.2,27.6,26.6,24.3,9.8,77.5
23.6,76.1,22.3,28.9,21,6.7,74.8
33.3,76.2,26,28.5,21.3,12.7,74.9
30.9,83.9,25.2,NA,23.7,8.5,73.3
NA,NA,NA,NA,NA,NA,74.7
40.3,83.6,24.3,NA,34.2,6.5,75
28.5,NA,27.1,27.8,15.1,7.7,77.8
35.6,78.1,32.4,NA,25.8,11.8,71.7
NA,NA,NA,NA,19.6,19.1,73.7
23.7,77.9,24.2,24.1,23.5,7.5,76.4
NA,78.6,32.8,32.7,22.2,8.2,72.8
34.4,91.5,20.7,NA,28.4,10.2,74.5
23.8,NA,NA,NA,NA,12.8,75.3
28.6,87.8,NA,NA,23.5,12.4,76.5
27.1,NA,30.8,27.8,25,9.2,76.7
28,75.8,26.4,32.1,20.5,7.1,75.6
NA,NA,NA,20.5,NA,2.3,74.6
42.4,79.1,25.1,19.3,26.1,8.2,74
NA,NA,NA,NA,NA,10.6,77.3
35.2,76.5,23.7,NA,26.1,6.7,74.6
NA,NA,NA,NA,NA,NA,76.9
NA,NA,NA,NA,17.7,9.2,74.8
29.4,76.7,21.6,NA,22.8,9,76.5
30,80.3,27,28.4,25.8,9.1,73.6
18.3,64.9,16.5,24.2,17.1,4.4,78.1
NA,NA,NA,NA,NA,3.5,73.3
19.3,72,24.8,25.5,18.1,5.5,77.5
35.4,76.4,29.6,NA,28.8,8.2,76.4
NA,NA,NA,NA,NA,NA,79.1
21.9,77.6,18.6,24.6,21.4,5.5,76.7
NA,NA,NA,NA,NA,NA,75.7
30.2,80.5,24.1,25.4,24.2,8.7,75.1
30.4,79.4,24.2,29.6,20.8,8.3,76.1
NA,NA,NA,NA,NA,NA,72.9
15.2,NA,15,NA,NA,3.8,77.1
31.6,81,25.5,21,27.9,8.9,74.7
18.6,67.6,15.9,18.4,18.6,7.6,78.1
NA,NA,NA,NA,NA,NA,77.5
25.3,NA,NA,NA,NA,6.9,74.1
NA,NA,NA,NA,NA,13.7,75.8
NA,NA,NA,NA,NA,NA,76.3
34.8,83.5,33.4,32.2,32.5,11.6,75.8
18.6,NA,11.7,21.2,14.2,6.8,78.1
21,78.5,22.7,22.1,22.1,5.5,75.9
NA,NA,NA,NA,NA,9.9,77.5
NA,NA,NA,NA,NA,NA,74.6
NA,NA,NA,NA,NA,NA,76.1
36.8,75,29.3,31.1,26.6,13.8,72.7
NA,NA,NA,NA,NA,NA,73.3
14.6,71.5,15.1,19.4,14.7,3.6,80.9
NA,NA,NA,NA,NA,11.8,76.1
28.7,75.7,21,NA,28.5,5.1,76.9
NA,NA,NA,NA,NA,NA,80.9
NA,NA,NA,NA,NA,NA,80.1
22.2,67.8,22.2,32.6,21.4,7.5,77.5
NA,NA,NA,NA,NA,10.9,74.4
15,NA,24,16.3,NA,3.7,76.6
NA,NA,20,NA,NA,11.9,76.5
NA,NA,NA,NA,NA,6.1,75.1
24.5,75.6,23.8,24.6,21.5,6.9,75.6
15.3,NA,16.6,NA,9.4,3.4,77.1
20.5,NA,14.7,NA,11.1,1.9,76.8
31.6,NA,25.8,NA,31.2,9.9,73.1
NA,NA,NA,NA,NA,NA,76.3
20.9,83.5,29.2,25,31.2,7.5,76.7
19.7,73.4,24,28.3,27.6,9.2,75
13.2,NA,16.6,19.7,21.3,10.3,77.4
NA,NA,NA,NA,NA,NA,77.4
NA,NA,NA,NA,NA,2.8,74.6
19.4,70.9,21.2,20.7,23.5,8.6,77.7
21.5,75.4,26,24.7,28.5,8.5,74.7
23,75.1,24.9,26.5,21,6.6,73.3
NA,NA,NA,NA,22.1,17.3,75.7
NA,NA,NA,NA,NA,NA,73.4
31.8,80.2,37.4,31.6,26,9.7,69.6
NA,NA,NA,NA,NA,NA,78.5
28.6,NA,21.5,29.6,22.6,6.6,76.6
31,78,30.7,27.1,22.4,12,72.8
NA,NA,NA,NA,NA,8.7,75.2
NA,NA,20.2,NA,NA,6.5,75.8
26,69.6,24.8,26.6,26,8.2,71.1
30.1,77.8,21,28.1,29.4,8.7,73.6
25.6,NA,23.7,19.7,NA,6.9,78
NA,NA,NA,NA,NA,5.5,75.1
20.7,NA,NA,NA,NA,8.4,76.7
NA,NA,NA,NA,NA,6.5,77.3
NA,87.7,NA,NA,NA,7.5,76.7
33.5,NA,21.9,NA,27.4,15.6,73.9
25.8,80.4,26.1,27,17.7,6.9,74.2
19.8,75.3,19.5,20.6,21.5,5.1,77.8
NA,NA,NA,NA,NA,6.6,73.3
NA,NA,NA,NA,NA,10,77.4
NA,NA,NA,NA,NA,NA,79.9
31.8,77.7,32,42.4,21.5,11.7,74.2
21.4,NA,NA,NA,22.1,3.1,75.2
18,72.8,21.7,23.1,25.1,5.8,77.4
22.2,72.1,22.7,24,17,5.7,76.9
29.7,83.9,22.6,27.3,29.1,8.9,74.6
NA,NA,NA,NA,NA,NA,77.4
22.5,77.8,28.1,22.4,17.4,6.3,76
12.1,NA,18.6,22.5,15.1,3,79.9
NA,NA,NA,NA,NA,NA,76.2
NA,NA,NA,NA,NA,12.2,75.1
27.4,NA,NA,NA,27.4,15.5,76.7
30,75,20.8,27.3,16.2,6.3,75.5
35.1,79.3,30.7,NA,29.2,7.8,73.4
39.1,76.8,29.7,NA,34.6,10.2,75
29.4,72.7,25.1,34.5,21.9,8.6,76.4
NA,NA,26.8,NA,25.2,11.3,73.3
27.5,84.6,23.8,NA,23.2,9.2,74.3
29.9,87.2,26.5,32.7,32.2,4.9,75.2
16.4,76.2,24.8,24.1,20.2,5.9,78
NA,NA,NA,NA,10.8,3,77.7
19.5,73.4,29.4,28,23.4,8,76.4
19.3,79.6,20.1,24.5,21.2,5.1,79.6
24.1,NA,19.6,NA,NA,11.2,76.4
23.2,NA,34.5,22.1,17.3,15.4,77.3
29.9,77.7,29.1,27.3,25.1,6.2,75.3
22.8,81.7,21.8,17.9,15,4.8,77.3
NA,87.2,NA,NA,NA,NA,77.7
23.2,79.7,26,30.2,19.4,7.2,77.7
22.6,80.9,29.1,33.8,26.6,11.3,74.9
13.5,69.4,22.9,21.6,21,5.2,80.3
12.2,70.7,16.8,29.8,17.8,6.1,79.5
14.1,73.8,16.8,21.2,16,5.2,79.2
14.7,72.9,24.6,25.2,21.1,7.5,77.9
12.6,72.7,19.6,19.3,16.6,5.8,78.8
23.4,79.1,27.2,NA,19.9,5.7,77.3
25.6,78.2,24.4,34.2,24.6,13,77.7
27.5,82.6,21.1,27.5,27.5,5.8,74.6
21.6,77.5,27.2,24.2,23,5.6,76.3
24.2,NA,22,27.2,24.5,4.5,77.7
22.6,75,26,33.9,25.6,10.1,76.4
24,69.1,19.8,22.4,22,7.7,76.4
22.7,74.3,34.9,39.2,27.4,8,76.5
23.7,86.5,21.3,32.2,23.1,8.8,77.1
17.7,77.1,23.9,24.7,22.5,7.2,77
8.4,NA,10.9,19.3,15.7,5.3,80.3
15.2,75.3,23.3,28.2,19,6.6,78.2
19.8,81.3,19.7,20.2,19.1,4.1,77.3
18.8,78.9,22.9,23.8,19.4,6.7,78.8
29.1,83,30,33.6,25,11.5,71.1
17.1,78.8,22.2,23,21.7,5.5,78.4
18.4,76.3,21.4,24.3,22.3,6.5,77.7
25.1,74.8,26.6,33.3,27.6,6.9,77.1
14.6,73.8,23.7,25.9,21.1,6.3,78.3
21.1,NA,21.8,NA,17.7,7.7,76.5
15.8,79.7,18.9,26.9,14.8,6.7,78.8
15.3,74,18,26.3,17.9,4.6,79.1
13,75.5,15.8,15.6,14.7,4.3,80.1
23.8,79.1,26.2,27,20.1,7.9,77.2
21.4,77.7,21.1,27.6,18.7,6.2,78.9
35.8,79.1,30.2,NA,32.8,9.6,73.2
21,73,22.4,27.8,20.4,6.3,78.1
NA,NA,NA,NA,14.8,14.7,73.6
35,88.8,30.2,28.9,29.7,7.7,72.6
36.9,NA,42.6,NA,28,15.4,75.3
26.2,77.1,29.7,NA,27.5,9.1,75.5
NA,NA,NA,NA,21.8,4.7,75.2
25.9,77.7,25,32.6,26.3,9.8,76
38.2,85.1,26.9,40.2,35.3,10.5,72.9
22.5,80.9,25.9,30.4,23.8,9.8,74.5
31.3,NA,23,NA,37.2,6.8,75.2
NA,90.4,28.2,NA,28.1,9.2,74.4
NA,NA,NA,NA,19.4,8,75.1
32.2,79,30.4,31.9,28.1,10.5,73.7
32.1,79.7,30.6,NA,24.8,12.2,74.9
NA,NA,27.5,NA,21.5,10.3,74.4
NA,NA,NA,NA,NA,7.6,74.4
29.4,76.2,24.8,NA,20.9,10.3,77
33.1,78.6,28.6,34.5,27,11.4,75.4
21.1,71.4,27.1,31.2,21.6,9.5,76.1
28.6,84.8,26.4,20.8,28.9,7.8,76.3
22.7,78.7,28.8,NA,28.5,5.8,76.1
27,80.6,26.6,32.4,27,9.5,74.9
28.9,79.2,27.8,30.4,29.8,8.4,76.1
22.5,76.1,27,28.8,29.5,10.4,75.5
26.9,77.4,27.5,33.2,25.7,10.3,74.8
30.8,81.9,28.5,25.1,30.4,8,75.1
28.3,80.3,21.6,NA,28.2,4.5,73.9
32.2,78.5,24.3,NA,29,10.1,74.4
30.5,85.2,32.4,28.6,38.9,11,72.6
34.3,82.9,38.7,41.7,31.9,12.5,71.2
39,80.6,31,44.9,31.5,15.5,70.4
28.4,76.9,25.7,31,23.9,6.5,76.3
24.3,81.6,22.7,28.7,30.3,9.5,76.3
29,77.9,31.1,29.7,30.4,12.1,74.4
29.3,78.8,23.1,35.7,26.1,12.6,74.2
24.3,82.3,27,32.5,26.9,6.1,75.2
42.7,85.9,35.4,41,35.3,12.8,71.5
37.3,84.2,32.2,41.9,31.8,13.4,73.3
24.4,78.6,23.6,22.9,19.8,4.8,77.3
18.3,76.9,24.2,23.1,19.4,7.9,77.2
31.5,82.7,24.2,NA,18.6,12.4,75.2
30.2,NA,24.4,NA,30.3,9,75.1
33.9,79.6,26.7,37.3,25.8,9.9,74.4
22.1,84.4,23.4,28.7,27.4,10.4,75.5
24.1,NA,18.8,NA,12.7,8.1,77
NA,NA,NA,NA,NA,6.9,75.1
23.7,NA,31.7,NA,20.6,12.1,75.3
25.9,79.3,29.6,27.9,26.2,7.7,75.5
25.9,83.5,23.7,32.8,23.2,9.5,76.2
32.5,NA,24.4,NA,23.8,11.1,75.3
28.7,85.3,27.4,17.5,31.7,4.7,75.7
30.4,80.7,26.1,36.8,26.3,11.4,74.8
32.5,73.5,26.5,36.4,28.4,8.2,75.4
28.6,81.4,24.3,NA,33.4,7.1,75.1
35.4,80.6,24.3,NA,37,14,75.2
33.5,NA,28.8,NA,30.4,9.2,75.2
30.9,75.3,26.6,NA,20.6,8.3,74.9
26.7,84.3,NA,NA,17.9,11.9,77
NA,NA,NA,NA,NA,18.7,75.5
28,82.7,26.2,25.8,29.7,10.7,75.8
32.6,83.4,31.1,38.6,27.7,9.1,75.4
32.8,82.3,28.7,26.7,29.6,11.2,75.7
25.9,81.4,27.6,NA,30.9,6.8,74.9
20.4,78.2,22.1,26.7,25.9,7.1,77.2
14.8,87.9,19.2,NA,17.1,4.8,78.5
23.3,79.5,24.4,19.5,26.4,7.5,77.1
26.4,NA,NA,NA,14.3,16.8,77.6
13.6,81.1,25.7,17.6,20.7,4.5,78.4
28.4,75.7,28.4,22.9,22.6,7.3,78.4
16.8,NA,25.8,NA,NA,3.5,76.3
23.9,80.9,24.8,31.4,20.5,7.1,77.6
18,79.6,21.7,23.8,25.4,5,78.5
18.8,NA,NA,NA,25.3,9.7,77.6
15.7,NA,NA,NA,14.1,3.2,78.1
24.8,85,22.6,NA,21.3,5.8,77.7
24.6,87.1,21.9,14.3,20.4,2.9,78
27.1,78.1,24.7,NA,23.7,7.3,77.7
17.7,78.3,23.3,26.9,21.4,5.2,78.1
NA,NA,16.6,NA,19,7,77
17.8,78.1,19.2,21.5,17.9,3.3,79.6
16.6,73.4,17.6,22.9,16.8,5.2,79.7
24.3,83.2,26.3,28.9,25.5,5.6,76.3
18.5,76.1,30.5,NA,18.9,9.3,77.5
19.4,83.4,23.3,24.2,19.7,8.7,79.1
17.2,NA,NA,NA,16.4,4.6,77
22.6,75.7,25.6,27.5,19.7,7.5,79.7
14.5,75.4,22.7,21.6,17,8.6,80.1
19.2,75.9,20.6,27,23,5.6,78.1
28.2,75.9,24.4,16.5,22.7,2.2,79.6
29.7,73.5,28,NA,24.1,6.6,77.1
25,76,22.3,33.3,28.3,8,74.8
23.3,82.2,23.6,23.4,23.8,5,77.5
NA,NA,NA,NA,NA,6.5,78.5
13.3,75.1,18.6,21,18.2,4.2,79.4
20.3,77.2,27.7,22.4,20.3,6,77.6
19.3,77.4,21.4,NA,22.5,6.3,78.7
19.4,85.7,25.8,24.1,28.1,8.2,76.7
23.4,NA,22.2,NA,24.2,2.3,79.7
13.1,73.7,21.8,22.3,21.6,4.6,80
NA,NA,NA,NA,NA,NA,77
19.2,80.1,25.4,31.3,20.1,7.5,78.6
25.1,NA,16.5,NA,21.6,5.4,77.3
35.8,88.3,31.6,NA,33.7,4,73.6
NA,NA,NA,NA,NA,9.2,77
26,83.4,30.3,31.8,26.6,9.1,78.1
20,81.7,23.2,18.6,20.6,6.2,78.7
NA,NA,20.7,NA,NA,6.1,77.5
23.9,NA,19.2,NA,16.9,5.7,78
NA,NA,NA,NA,NA,NA,77.3
19.2,85.1,26.2,NA,23.2,7.5,77.7
20.3,82,25.5,23.4,24.7,4.9,78.5
18.5,NA,25.7,NA,21.5,5.7,76.3
19.4,79.2,26.8,25.6,29.9,4.7,77.2
28.2,79,23.6,23.5,25.9,5.7,78.2
31.7,82.5,29.5,34.8,31.7,9.9,73.5
22.8,NA,27.2,NA,17.8,7.2,78.7
15.9,78.2,21.5,19.8,27,4.9,78.1
17.6,NA,14.4,NA,NA,5.7,78
27,83.1,NA,NA,26.7,9.9,76.8
20.5,83.4,24.9,NA,21.1,7.5,77.5
23.1,78.2,27.2,31.6,25.1,6.9,78.2
18.7,75.6,24.4,22.6,17.9,5.6,79.8
21.9,81,29.2,26.1,30.8,10.4,77
NA,86.2,NA,NA,NA,6.8,77.1
NA,NA,NA,NA,NA,NA,76.8
23.1,77.5,21.8,24.2,25.7,6.4,75.7
22.8,NA,18.8,NA,15,7.2,76.3
29.8,78.2,24.4,NA,26.2,10.3,74.7
21.3,72.2,27,25.6,35.5,7.4,76.7
21.5,83.2,28.4,NA,21,6.9,77.5
21.8,74.3,20.1,NA,25,4.9,78.1
14.6,80.6,23.5,21.6,19.2,5.4,78.8
14.3,69.9,17.1,27.1,16.5,3.5,79.9
NA,NA,NA,NA,NA,NA,78.1
18.2,85.3,20.3,14.7,18.8,10,79.1
18.4,77.7,23.7,NA,18.9,4.3,78.2
15.1,83.8,21.3,13.5,19,4.1,79.6
22.1,NA,NA,NA,NA,3.4,77.7
18.7,78.1,20.7,23.9,24.1,6.2,78.6
32.2,79.4,28.1,35.5,22.1,9.3,75.8
24.9,71.9,22.7,33.8,25.4,10.2,77
25.1,82.6,21.9,22.5,24.3,5.4,77.4
21.3,76.6,21.4,23,21.6,6.9,73.9
25.1,77.5,24,29.7,21,7.4,77.2
24.4,74.4,28.8,30.9,19.9,7.3,77.8
20.5,76.3,18.5,19.8,15.8,6,77.7
15,71.7,16.4,17.6,15.5,4.1,77.4
34.2,NA,26.1,NA,25.9,12.7,75
20.8,78.7,20.2,21.4,24.9,6.1,77.2
18.9,72.7,21.2,23.7,16.1,4.4,78.2
22.5,80.7,20.5,23.1,27.8,6.4,76.6
25.1,75.4,21.6,26.6,22.3,4.8,77.4
20.3,78.8,18.2,22.8,17.8,5.3,77.8
22.8,82.2,22.3,30.1,20.8,6.3,77.2
20.2,77.5,19.4,26.2,22.6,6.9,77
22.6,81.9,20.7,24.3,15.2,5,76.1
21.9,80.7,23.6,22.7,27.4,5.3,76.1
9.6,68.8,9,18.9,13.7,2.4,78.2
23.7,80.6,21,31.1,21.1,6.5,77.7
30.8,78.8,26.9,31.6,26,7.2,75.2
23.4,83.1,22.7,22.5,21.6,4.8,78.2
23.2,78.1,21.1,27.8,19.7,9.4,77.7
31.3,75.4,24.2,26.7,24.4,5.7,77.4
24.2,82,23.9,19.1,26.5,4.2,76.4
34.6,78,28.5,NA,24.5,13.5,74.9
24.6,80.6,25.2,31.6,25.6,6.2,77.4
41.3,85.6,31,NA,24.4,8.1,73.2
21.4,80.4,21.7,25,25.5,6.3,77.4
29.1,81.8,27.4,34,23.3,9.8,73.2
26.7,81,20.3,NA,29,8.6,75.7
NA,NA,NA,NA,NA,10.2,74.7
31.6,89.1,28.6,NA,37.8,5.9,74.6
NA,NA,NA,NA,NA,9.3,72.9
NA,NA,NA,NA,NA,9.3,74.4
22.3,77.4,21.5,25.4,21.4,5.8,78
25.9,NA,22.1,NA,33.7,6.7,74
34.5,80.3,29.5,NA,34.3,8.1,75.5
27.8,81.5,23.2,21.1,29.5,6.3,75
28.3,76.4,22.4,NA,31.5,4,75.7
30.3,76.4,23.1,26.1,28.4,8.3,76.5
34,80.5,31,27.5,28.1,9.7,75.2
42.5,81.6,29.3,33,28.5,7,71.6
NA,NA,NA,NA,NA,8.3,72.9
NA,82,14,NA,23.7,11.5,74.7
32.2,NA,NA,NA,26.4,1.9,72.6
31.4,77.9,23.7,30.4,25.1,6.7,76.9
NA,NA,NA,NA,NA,6.6,76.8
NA,NA,18.6,NA,NA,3.5,75.8
NA,NA,NA,NA,NA,NA,75.8
34.9,73.3,24.9,22.4,18.6,9.7,76.1
23.3,NA,21.3,NA,21.3,5.7,77.8
21.5,72.9,19.5,27.7,16.1,7,79.3
20.1,76.2,13.9,NA,11.4,8.3,77.9
NA,NA,NA,NA,NA,13.9,73.8
NA,NA,NA,NA,NA,NA,76.8
21,72.8,21.6,23.7,14.2,5.4,78.8
NA,NA,NA,NA,NA,NA,74.7
14.2,67.8,24,20.4,14.9,4.8,78.7
25.8,74.3,27.7,25.1,14.6,7.4,77.1
20.7,69.3,18.4,21.4,15.6,5.3,78.1
NA,NA,NA,NA,NA,NA,76.9
22.3,NA,23.8,20.4,20.1,8.5,75.5
NA,NA,NA,NA,6.6,13,77.5
NA,NA,NA,NA,NA,NA,78.3
30.4,76.3,26.5,27.5,21.4,9,75.7
23.1,NA,25.4,NA,12.6,4.6,76.6
NA,NA,NA,NA,19.2,6.2,75
NA,NA,NA,NA,NA,NA,77.1
27.3,71.6,21.3,24.2,16.7,6.7,78.1
25.8,NA,NA,NA,15.5,10.4,77.4
NA,NA,NA,NA,NA,NA,78.2
8.3,66,9.9,23,12,2.8,80.8
NA,NA,NA,NA,NA,NA,77.8
11.5,NA,NA,NA,NA,10.7,76.6
34.6,NA,28.7,20.6,19.8,7.5,76.6
NA,NA,NA,NA,NA,NA,77.1
NA,NA,NA,NA,NA,NA,78.3
30.4,72.2,24.4,20.7,17,4.7,79.4
19.1,NA,19.7,NA,12.2,6.1,78.6
17.4,NA,12.9,NA,8.5,8.3,79.2
18.5,74.3,17.7,20,14.4,4.2,79.7
NA,NA,11.2,NA,NA,5.4,78.2
11.3,68.6,17.3,21.1,15,5.7,79.5
NA,NA,NA,NA,NA,NA,77.8
28,72.2,23.4,24.9,16.3,6.8,77.3
18.4,73.3,20.8,25.3,17.2,6.4,77.2
NA,NA,NA,NA,6,NA,78.9
28.6,77.2,25.7,26.4,17.8,7.8,76
22.5,73.2,20.3,24.7,14.6,5.6,78.6
21.8,69.3,10.5,20.8,17.8,3.7,77.9
27.6,67.5,25,28.8,16.9,6.4,76.4
14.2,75.9,19.1,24.9,12.6,5.5,79.4
25.8,78.8,23.7,26.7,17,4.3,76.5
18.8,71,14.4,21.6,16.8,4.2,80.3
20.4,71.5,17.4,28.5,12.9,5.7,79.8
18.4,71.4,17.4,22.6,10.9,5.9,80.2
16.8,64.9,17.9,17.7,11.3,6.9,79.3
12.5,73.1,23.2,27.6,22.9,5.6,76.1
NA,NA,NA,NA,NA,NA,77.8
11.6,NA,NA,NA,NA,8.7,77.1
18.6,72,20.9,21.9,17.2,6.4,77.7
18.2,72.5,20.7,17.1,16.6,6.3,78.5
28.2,74.6,25.4,24.6,18.7,10,76.2
NA,NA,9,NA,NA,1.3,78.2
22.7,78.8,22.6,28.8,24.2,9,76.8
NA,NA,NA,NA,NA,7,78.5
NA,NA,NA,NA,17,NA,76.5
10.8,NA,10.9,16.3,16.9,0.7,78.5
NA,NA,NA,NA,NA,NA,76.5
NA,NA,NA,NA,NA,NA,74.8
NA,NA,NA,NA,NA,NA,80.8
NA,NA,NA,NA,NA,8.3,77.9
10.2,NA,7,11.4,17,0.6,81.3
16.9,76.6,9.1,NA,20.7,5.2,78.2
NA,NA,NA,NA,NA,NA,75.7
NA,NA,11.4,NA,NA,NA,77.9
24.5,78.4,22,20.3,17.7,4.8,78.5
NA,89.5,13.8,NA,NA,3.7,77.9
10.3,69.3,10.9,16.8,14.3,3.8,78.5
14.4,NA,21.5,15.9,17.4,3.3,78.5
21.4,71.2,14.3,NA,21.9,5,80.1
NA,NA,NA,NA,NA,NA,77.9
NA,NA,12.9,NA,NA,1,81.3
25,78.1,22.2,22,24.1,6.6,78.5
NA,NA,NA,NA,NA,NA,76.5
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,77.1
NA,NA,NA,NA,NA,NA,76.8
24.5,75.8,17.8,26.9,21.8,7.4,77.6
22.8,76.1,16.2,20.8,21.1,5.2,75.9
NA,NA,NA,NA,NA,NA,74.8
11.4,77.7,11.4,15.6,8.9,4,80.3
15,71.9,13.8,15.5,14.2,0.5,81.3
21.1,NA,9.8,12.4,19.3,2.1,80.3
19.3,83.9,18.2,19,17.5,5.5,76.5
17.1,78.1,18,18.9,20.2,4,78.2
20.9,79.3,15.1,23.5,25.6,4.8,76.4
8.7,70.2,11.6,20.4,20.1,5.5,78.1
NA,NA,NA,NA,NA,NA,81.3
NA,NA,9.9,NA,20.3,1.1,81.3
NA,NA,6.8,13.9,NA,1.1,80.8
NA,NA,NA,NA,NA,NA,80.8
NA,NA,NA,NA,NA,NA,76.3
NA,NA,NA,NA,NA,NA,81.3
13.9,74.9,14.2,20.8,20,4.1,78.5
17.6,77.1,17.2,19.9,19.9,5.1,79
NA,NA,NA,NA,NA,NA,77.9
NA,NA,NA,NA,NA,1.5,77.9
12.1,86.9,NA,NA,NA,1.9,80.1
12.1,67.8,8.7,16.5,20.9,1.4,79.7
13.6,75.8,12.8,18.4,20.7,3.5,79.7
NA,NA,20.5,NA,NA,11,76.3
NA,NA,NA,NA,NA,NA,77.1
25.7,81,25.3,22.6,31.6,6.2,77.9
17.9,76.8,18.3,24.1,20.4,3.9,77.5
NA,NA,NA,NA,NA,NA,80.8
NA,90.9,NA,NA,NA,3.9,80.8
NA,NA,12.1,NA,NA,7.6,78.5
16.1,84.4,17.8,NA,22.5,5.7,74.8
28.6,76.8,18,21.3,21.4,4.2,78.3
34.4,77.4,25.6,21.9,24.4,4.2,77.1
21.2,NA,26.7,NA,17.2,1.6,77.1
NA,NA,NA,NA,NA,NA,80.8
15.6,NA,15.9,NA,20.4,2.5,81.3
NA,NA,NA,NA,NA,NA,77.9
8.4,NA,4.2,7.2,14.2,2.1,80.1
NA,NA,NA,NA,14.1,9.3,75.7
NA,NA,NA,NA,NA,NA,75.7
20.3,72,19.3,25.3,21.3,6.6,78.8
17.8,73.3,18.7,20.2,18.7,4.2,78.7
24.9,71.2,23.5,29.8,24.2,7.4,76.8
20.6,70.3,16.3,24,16.4,5.1,79.2
21.1,70.6,19.2,25.2,18.3,6.3,77.8
19.4,69.2,17.7,23.7,18.2,5.8,78.8
18,73.5,18.8,25.2,18.3,5.2,79.2
25.4,70.5,21,25.4,20.1,7.3,78
